JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPay&Benefits,Year,Agency
Safekey Site Assistant,2045,0,0,0,2045,2045,2015,Las Vegas
Laborer  1,2029.5,0,0,0,2029.5,2029.5,2015,Las Vegas
Lifeguard (X),1899,0,125,0,2024,2024,2015,Las Vegas
Lifeguard (X),2020.5,0,0,0,2020.5,2020.5,2015,Las Vegas
Safekey Site Assistant,2020,0,0,0,2020,2020,2015,Las Vegas
Safekey Site Assistant,2018.5,0,0,0,2018.5,2018.5,2015,Las Vegas
Safekey Site Assistant,2005,0,0,0,2005,2005,2015,Las Vegas
Sr Assistant,1989.9,0,0,0,1989.9,1989.9,2015,Las Vegas
Instructor  3,1989,0,0,0,1989,1989,2015,Las Vegas
Lifeguard (X),1982.25,0,0,0,1982.25,1982.25,2015,Las Vegas
Sr Assistant,1980,0,0,0,1980,1980,2015,Las Vegas
Lifeguard (X),1977.75,0,0,0,1977.75,1977.75,2015,Las Vegas
Instructor  2,1965,0,0,0,1965,1965,2015,Las Vegas
Safekey Site Assistant,1965,0,0,0,1965,1965,2015,Las Vegas
Lifeguard (X),1962,0,0,0,1962,1962,2015,Las Vegas
Safekey Site Assistant,1957.5,0,0,0,1957.5,1957.5,2015,Las Vegas
Instructor  2,1956,0,0,0,1956,1956,2015,Las Vegas
Safekey Site Assistant,1955,0,0,0,1955,1955,2015,Las Vegas
Safekey Site Assistant,1952.5,0,0,0,1952.5,1952.5,2015,Las Vegas
Adaptive Recreation Leader,1219.75,731.88,0,0,1951.63,1951.63,2015,Las Vegas
Community Program Specialist,0,0,0,1921.69,0,1921.69,2015,Las Vegas
Lifeguard/WSI (X),1919.5,0,0,0,1919.5,1919.5,2015,Las Vegas
Safekey Site Assistant,1912.5,0,0,0,1912.5,1912.5,2015,Las Vegas
Pool Manager,861,1045.51,0,0,1906.51,1906.51,2015,Las Vegas
Instructor  1,1876.5,0,0,0,1876.5,1876.5,2015,Las Vegas
Instructor  2,1833,39,0,0,1872,1872,2015,Las Vegas
Safekey Site Assistant,1865,0,0,0,1865,1865,2015,Las Vegas
Safekey Site Assistant,1862.5,0,0,0,1862.5,1862.5,2015,Las Vegas
Sr Assistant,1853.5,0,0,0,1853.5,1853.5,2015,Las Vegas
Assistant,1848.02,0,0,0,1848.02,1848.02,2015,Las Vegas
Monitor,1844.5,0,0,0,1844.5,1844.5,2015,Las Vegas
Safekey Site Assistant,1842.5,0,0,0,1842.5,1842.5,2015,Las Vegas
Safekey Site Assistant,1840,0,0,0,1840,1840,2015,Las Vegas
Assistant,1839.75,0,0,0,1839.75,1839.75,2015,Las Vegas
Professional,800,1020,0,0,1820,1820,2015,Las Vegas
Safekey Site Assistant,1797.5,0,0,0,1797.5,1797.5,2015,Las Vegas
Instructor  1,1783.76,0,0,0,1783.76,1783.76,2015,Las Vegas
Instructor  2,1782,0,0,0,1782,1782,2015,Las Vegas
Instructor  2,1752,0,0,0,1752,1752,2015,Las Vegas
Maintenance Worker,1366.42,0,0,382.6,1366.42,1749.02,2015,Las Vegas
Corrections Officer,1239.63,0,0,502.05,1239.63,1741.68,2015,Las Vegas
Parking Enforcement Supervisor,981.16,469.14,0,252.65,1450.3,1702.95,2015,Las Vegas
Lifeguard (X),1696.5,0,0,0,1696.5,1696.5,2015,Las Vegas
Assistant,1674.77,0,0,0,1674.77,1674.77,2015,Las Vegas
Safekey Site Assistant,1665,0,0,0,1665,1665,2015,Las Vegas
Lifeguard (X),1664.1,0,0,0,1664.1,1664.1,2015,Las Vegas
Instructor  3,1640.5,0,0,0,1640.5,1640.5,2015,Las Vegas
Instructor  1,1640,0,0,0,1640,1640,2015,Las Vegas
Instructor  1,1625,0,0,0,1625,1625,2015,Las Vegas
Maintenance Worker,1266.86,0,0,354.72,1266.86,1621.58,2015,Las Vegas
Lifeguard (X),1613.25,0,0,0,1613.25,1613.25,2015,Las Vegas
Front Desk/Cashier,1598.01,0,0,0,1598.01,1598.01,2015,Las Vegas
Safekey Site Assistant,1590,0,0,0,1590,1590,2015,Las Vegas
Instructor  2,1580.55,0,0,0,1580.55,1580.55,2015,Las Vegas
Safekey Site Leader,1574.5,0,0,0,1574.5,1574.5,2015,Las Vegas
Instructor  2,1551,0,0,0,1551,1551,2015,Las Vegas
Safekey Site Assistant,1550,0,0,0,1550,1550,2015,Las Vegas
Safekey Site Assistant,1535,0,0,0,1535,1535,2015,Las Vegas
Lifeguard (X),1530,0,0,0,1530,1530,2015,Las Vegas
Safekey Site Assistant,1530,0,0,0,1530,1530,2015,Las Vegas
Instructor  2,1530,0,0,0,1530,1530,2015,Las Vegas
Instructor  1,1510,0,0,0,1510,1510,2015,Las Vegas
Assistant,1509.78,0,0,0,1509.78,1509.78,2015,Las Vegas
Monitor,1505,0,0,0,1505,1505,2015,Las Vegas
Front Desk/Cashier,1483.26,0,0,0,1483.26,1483.26,2015,Las Vegas
Lifeguard (X),1471.5,0,0,0,1471.5,1471.5,2015,Las Vegas
Safekey Site Assistant,1469.02,0,0,0,1469.02,1469.02,2015,Las Vegas
Instructor  3,1462.5,0,0,0,1462.5,1462.5,2015,Las Vegas
Safekey Site Assistant,1435,0,0,0,1435,1435,2015,Las Vegas
Safekey Site Assistant,1407.5,0,0,0,1407.5,1407.5,2015,Las Vegas
Lifeguard (X),1271.25,0,125,0,1396.25,1396.25,2015,Las Vegas
Administrative Support Assistant,1090.47,0,0,305.33,1090.47,1395.8,2015,Las Vegas
Assistant,1390.14,0,0,0,1390.14,1390.14,2015,Las Vegas
Instructor  2,1380.5,0,0,0,1380.5,1380.5,2015,Las Vegas
Assistant,1365.4,0,0,0,1365.4,1365.4,2015,Las Vegas
Instructor  4,1365.3,0,0,0,1365.3,1365.3,2015,Las Vegas
Instructor  1,1361.25,0,0,0,1361.25,1361.25,2015,Las Vegas
Front Desk/Cashier,1349,0,0,0,1349,1349,2015,Las Vegas
Safekey Site Assistant,1345,0,0,0,1345,1345,2015,Las Vegas
Sr Assistant,1338.4,0,0,0,1338.4,1338.4,2015,Las Vegas
Lifeguard (X),1316.25,0,0,0,1316.25,1316.25,2015,Las Vegas
Monitor,1310,0,0,0,1310,1310,2015,Las Vegas
Lifeguard (X),1179,0,125,0,1304,1304,2015,Las Vegas
Instructor  2,1302,0,0,0,1302,1302,2015,Las Vegas
Assistant,1258.14,0,0,0,1258.14,1258.14,2015,Las Vegas
Monitor,1258.13,0,0,0,1258.13,1258.13,2015,Las Vegas
Communications Specialist,914.85,34.31,0,301.16,949.16,1250.32,2015,Las Vegas
Assistant,1250,0,0,0,1250,1250,2015,Las Vegas
Front Desk/Cashier,1245.26,0,0,0,1245.26,1245.26,2015,Las Vegas
Site Leader 1,1218,0,0,0,1218,1218,2015,Las Vegas
Communications Specialist,914.85,0,0,301.16,914.85,1216.01,2015,Las Vegas
Front Desk/Cashier,1210,0,0,0,1210,1210,2015,Las Vegas
Safekey Site Assistant,1207.5,0,0,0,1207.5,1207.5,2015,Las Vegas
Lifeguard (X),1203.75,0,0,0,1203.75,1203.75,2015,Las Vegas
Laborer  1,1200.38,0,0,0,1200.38,1200.38,2015,Las Vegas
Monitor,1196.42,0,0,0,1196.42,1196.42,2015,Las Vegas
Assistant,1175.63,0,0,0,1175.63,1175.63,2015,Las Vegas
Safekey Site Assistant,1151,0,0,0,1151,1151,2015,Las Vegas
Lifeguard (X),1147.5,0,0,0,1147.5,1147.5,2015,Las Vegas
Safekey Site Assistant,1120,0,0,0,1120,1120,2015,Las Vegas
Monitor,1100,0,0,0,1100,1100,2015,Las Vegas
Safekey Site Assistant,1095,0,0,0,1095,1095,2015,Las Vegas
Instructor  1,1078,0,0,0,1078,1078,2015,Las Vegas
Front Desk/Cashier,1072.5,0,0,0,1072.5,1072.5,2015,Las Vegas
Safekey Site Assistant,1065,0,0,0,1065,1065,2015,Las Vegas
Assistant,1060,0,0,0,1060,1060,2015,Las Vegas
Front Desk/Cashier,1056.03,0,0,0,1056.03,1056.03,2015,Las Vegas
Cultural Specialist,817.84,0,0,229,817.84,1046.84,2015,Las Vegas
Monitor,1038,0,0,0,1038,1038,2015,Las Vegas
Instructor  2,1035,0,0,0,1035,1035,2015,Las Vegas
Instructor  3,1034,0,0,0,1034,1034,2015,Las Vegas
Safekey Site Assistant,1015,0,0,0,1015,1015,2015,Las Vegas
Safekey Site Assistant,1007.5,0,0,0,1007.5,1007.5,2015,Las Vegas
Technician/Specialist,1005,0,0,0,1005,1005,2015,Las Vegas
Instructor  1,1002.47,0,0,0,1002.47,1002.47,2015,Las Vegas
Safekey Site Assistant,980,0,0,0,980,980,2015,Las Vegas
Monitor,971.13,0,0,0,971.13,971.13,2015,Las Vegas
Safekey Site Assistant,970,0,0,0,970,970,2015,Las Vegas
Instructor  4,960,0,0,0,960,960,2015,Las Vegas
Assistant,949.5,0,0,0,949.5,949.5,2015,Las Vegas
Instructor 1,420,510,0,0,930,930,2015,Las Vegas
Instructor  1,420,510,0,0,930,930,2015,Las Vegas
Sr Assistant,420,510,0,0,930,930,2015,Las Vegas
Instructor  2,420,510,0,0,930,930,2015,Las Vegas
Front Desk/Cashier,927,0,0,0,927,927,2015,Las Vegas
Instructor  3,927,0,0,0,927,927,2015,Las Vegas
Maintenance Worker,723.92,0,0,202.7,723.92,926.62,2015,Las Vegas
Technician/Specialist,924,0,0,0,924,924,2015,Las Vegas
Lifeguard (X),922.79,0,0,0,922.79,922.79,2015,Las Vegas
Safekey Site Assistant,920,0,0,0,920,920,2015,Las Vegas
Lifeguard (X),915.75,0,0,0,915.75,915.75,2015,Las Vegas
Safekey Site Assistant,915,0,0,0,915,915,2015,Las Vegas
Instructor  1,400,510,0,0,910,910,2015,Las Vegas
Instructor  1,400,510,0,0,910,910,2015,Las Vegas
Instructor  1,400,510,0,0,910,910,2015,Las Vegas
Adaptive Recreation Leader,400,510,0,0,910,910,2015,Las Vegas
Technician/Specialist,900,0,0,0,900,900,2015,Las Vegas
Instructor  1,869.25,0,0,0,869.25,869.25,2015,Las Vegas
Instructor  3,862.5,0,0,0,862.5,862.5,2015,Las Vegas
Safekey Site Assistant,855,0,0,0,855,855,2015,Las Vegas
Instructor  3,852.5,0,0,0,852.5,852.5,2015,Las Vegas
Lifeguard (X),843.75,0,0,0,843.75,843.75,2015,Las Vegas
Instructor  1,833.25,0,0,0,833.25,833.25,2015,Las Vegas
Instructor  1,832.94,0,0,0,832.94,832.94,2015,Las Vegas
Graphic Equipment Operator II (X),825,0,0,0,825,825,2015,Las Vegas
Instructor  1,795,0,0,0,795,795,2015,Las Vegas
Instructor  3,760,0,0,0,760,760,2015,Las Vegas
Corrections Officer,512.95,0,0,207.74,512.95,720.69,2015,Las Vegas
Firefighter Trainee,409.16,0,204.6,105.36,613.76,719.12,2015,Las Vegas
Safekey Site Assistant,712.5,0,0,0,712.5,712.5,2015,Las Vegas
Instructor  3,710.49,0,0,0,710.49,710.49,2015,Las Vegas
Firefighter/Paramedic (X),771.66,0,-220.48,154.33,551.18,705.51,2015,Las Vegas
Safekey Site Leader,684,0,0,0,684,684,2015,Las Vegas
Assistant,680.63,0,0,0,680.63,680.63,2015,Las Vegas
Safekey Site Assistant,657.5,0,0,0,657.5,657.5,2015,Las Vegas
Communications Specialist,0,0,0,653.29,0,653.29,2015,Las Vegas
Safekey Site Assistant,645,0,0,0,645,645,2015,Las Vegas
Safekey Site Assistant,640,0,0,0,640,640,2015,Las Vegas
Front Desk/Cashier,639,0,0,0,639,639,2015,Las Vegas
Lifeguard (X),623.25,0,0,0,623.25,623.25,2015,Las Vegas
Intern (X),600,0,0,0,600,600,2015,Las Vegas
Monitor,600,0,0,0,600,600,2015,Las Vegas
Lifeguard (X),571.5,0,0,0,571.5,571.5,2015,Las Vegas
Instructor  2,552,0,0,0,552,552,2015,Las Vegas
Instructor  2,552,0,0,0,552,552,2015,Las Vegas
Instructor  2,552,0,0,0,552,552,2015,Las Vegas
Sr IT Support Technician,436.45,0,0,112.39,436.45,548.84,2015,Las Vegas
Safekey Site Assistant,545,0,0,0,545,545,2015,Las Vegas
Lifeguard/WSI (X),541.75,0,0,0,541.75,541.75,2015,Las Vegas
Lifeguard (X),537.75,0,0,0,537.75,537.75,2015,Las Vegas
Lifeguard (X),524.25,0,0,0,524.25,524.25,2015,Las Vegas
Instructor  2,512.28,0,0,0,512.28,512.28,2015,Las Vegas
Front Desk/Cashier,511.28,0,0,0,511.28,511.28,2015,Las Vegas
Assistant 3,504.7,0,0,0,504.7,504.7,2015,Las Vegas
Professional,500,0,0,0,500,500,2015,Las Vegas
Safekey Site Assistant,500,0,0,0,500,500,2015,Las Vegas
Professional,500,0,0,0,500,500,2015,Las Vegas
Safekey Site Assistant,465,0,0,0,465,465,2015,Las Vegas
Intern (X),450,0,0,0,450,450,2015,Las Vegas
Assistant,450,0,0,0,450,450,2015,Las Vegas
Safekey Site Assistant,440,0,0,0,440,440,2015,Las Vegas
Safekey Site Assistant,425,0,0,0,425,425,2015,Las Vegas
Clerk/Specialist,423.5,0,0,0,423.5,423.5,2015,Las Vegas
Safekey Site Assistant,415,0,0,0,415,415,2015,Las Vegas
Safekey Site Assistant,415,0,0,0,415,415,2015,Las Vegas
Lifeguard (X),407.25,0,0,0,407.25,407.25,2015,Las Vegas
Safekey Site Assistant,405,0,0,0,405,405,2015,Las Vegas
Laborer  1,387.75,0,0,0,387.75,387.75,2015,Las Vegas
Instructor  4,387.48,0,0,0,387.48,387.48,2015,Las Vegas
Lifeguard (X),362.25,0,0,0,362.25,362.25,2015,Las Vegas
Lifeguard (X),360,0,0,0,360,360,2015,Las Vegas
Lifeguard (X),353.25,0,0,0,353.25,353.25,2015,Las Vegas
Lifeguard/WSI (X),335.5,0,0,0,335.5,335.5,2015,Las Vegas
Corrections Officer,235.1,0,0,95.22,235.1,330.32,2015,Las Vegas
Safekey Site Assistant,320,0,0,0,320,320,2015,Las Vegas
Instructor  1,319.5,0,0,0,319.5,319.5,2015,Las Vegas
Front Desk/Cashier,314.5,0,0,0,314.5,314.5,2015,Las Vegas
Instructor  2,313.5,0,0,0,313.5,313.5,2015,Las Vegas
Lifeguard (X),312.75,0,0,0,312.75,312.75,2015,Las Vegas
Lifeguard (X),306,0,0,0,306,306,2015,Las Vegas
Safekey Site Assistant,300,0,0,0,300,300,2015,Las Vegas
Assistant,300,0,0,0,300,300,2015,Las Vegas
Lifeguard/WSI (X),280.5,0,0,0,280.5,280.5,2015,Las Vegas
Safekey Site Assistant,272.5,0,0,0,272.5,272.5,2015,Las Vegas
Lifeguard (X),272.25,0,0,0,272.25,272.25,2015,Las Vegas
Safekey Site Assistant,260,0,0,0,260,260,2015,Las Vegas
Instructor  3,260,0,0,0,260,260,2015,Las Vegas
Instructor  2,257.01,0,0,0,257.01,257.01,2015,Las Vegas
Instructor  1,240,0,0,0,240,240,2015,Las Vegas
Safekey Site Assistant,225,0,0,0,225,225,2015,Las Vegas
Lifeguard (X),220.5,0,0,0,220.5,220.5,2015,Las Vegas
Assistant,214.5,0,0,0,214.5,214.5,2015,Las Vegas
Safekey Site Assistant,210,0,0,0,210,210,2015,Las Vegas
Front Desk/Cashier,170.02,0,0,0,170.02,170.02,2015,Las Vegas
Instructor  1,165,0,0,0,165,165,2015,Las Vegas
Safekey Site Assistant,150,0,0,0,150,150,2015,Las Vegas
Assistant,132,0,0,0,132,132,2015,Las Vegas
Instructor  2,132,0,0,0,132,132,2015,Las Vegas
Assistant,93.5,0,0,0,93.5,93.5,2015,Las Vegas
Sr Assistant,87.5,0,0,0,87.5,87.5,2015,Las Vegas
Lifeguard (X),81,0,0,0,81,81,2015,Las Vegas
Instructor  3,75.36,0,0,0,75.36,75.36,2015,Las Vegas
Safekey Site Assistant,75,0,0,0,75,75,2015,Las Vegas
Instructor  1,74.26,0,0,0,74.26,74.26,2015,Las Vegas
Lifeguard (X),54,0,0,0,54,54,2015,Las Vegas
Safekey Site Assistant,45,0,0,0,45,45,2015,Las Vegas
Instructor  1,45,0,0,0,45,45,2015,Las Vegas
Safekey Site Assistant,40,0,0,0,40,40,2015,Las Vegas
Lifeguard (X),27,0,0,0,27,27,2015,Las Vegas
Instructor  4,10,0,0,0,10,10,2015,Las Vegas
Police Chief,101378.72,0,23303.78,55053.93,124682.5,179736.43,2014,Mesquite
City Manager,109816.87,0,11206.58,40940.63,121023.45,161964.08,2014,Mesquite
Public Wrk Director,96063.12,0,21856.49,38172.26,117919.61,156091.87,2014,Mesquite
Deputy Police Chief,83259.52,0,21808.17,47288.36,105067.69,152356.05,2014,Mesquite
Police Sergeant,81034.9,7141.74,14668.01,47564.55,102844.65,150409.2,2014,Mesquite
City Attorney,102551.25,0,5839.6,39122.74,108390.85,147513.59,2014,Mesquite
Deputy Fire Chief,75780,0,25876.75,43731.47,101656.75,145388.22,2014,Mesquite
CommDisp&SupSvsMgr,82806.54,0,14640.36,47771.37,97446.9,145218.27,2014,Mesquite
Police Sergeant,64040,15659.49,24520.26,40256.19,104219.75,144475.94,2014,Mesquite
Police Lieutenant,70354.49,12530.31,16412.38,42768.48,99297.18,142065.66,2014,Mesquite
Detective Sergeant,73238.81,7779.3,15841.62,44178.44,96859.73,141038.17,2014,Mesquite
Police Sergeant,71907.2,5955.18,18838.14,43586.76,96700.52,140287.28,2014,Mesquite
Police Sergeant,71947.2,7835.26,17777.34,42624.81,97559.8,140184.61,2014,Mesquite
PoliceOfficer/ActSgt,65371.2,10709.27,20819.12,41047.59,96899.59,137947.18,2014,Mesquite
FinanceDir/Treasurer,89985.75,0,6857.07,35677.4,96842.82,132520.22,2014,Mesquite
Corrections Sergeant,70427.92,5139.01,13859.25,43007.28,89426.18,132433.46,2014,Mesquite
Police Officer,68313.54,6729.95,12983.07,40930.58,88026.56,128957.14,2014,Mesquite
Director,84723.5,0,9365.13,34036.15,94088.63,128124.78,2014,Mesquite
Engineer Tech. II,82731.08,0,11465.73,33560.42,94196.81,127757.23,2014,Mesquite
DevSvcs Director,81197.94,0,12637.16,33441.51,93835.1,127276.61,2014,Mesquite
Police Officer,64747.2,7484.01,14555.33,39737.23,86786.54,126523.77,2014,Mesquite
Detective,55349.6,14553.83,19410.02,36439.03,89313.45,125752.48,2014,Mesquite
Facility Div. Mgr.,77558.81,0,14727.07,33294.84,92285.88,125580.72,2014,Mesquite
Fire Captian,64740.56,10695.91,10312.16,39488.57,85748.63,125237.2,2014,Mesquite
Police Sergeant,63699.28,4925.76,16420.56,39236.96,85045.6,124282.56,2014,Mesquite
Fire Captain,60378.66,20622.8,5728.6,37351.33,86730.06,124081.39,2014,Mesquite
Sr. Plans Examiner,72997.41,417.15,14806.79,32614.52,88221.35,120835.87,2014,Mesquite
St/Drain/Maint/Mgr,69834.6,0,14580.22,30584.76,84414.82,114999.58,2014,Mesquite
Fire Captain,62974.61,7900.41,5263.24,38185.67,76138.26,114323.93,2014,Mesquite
Police Officer,52840,8481.21,17612.85,35191.49,78934.06,114125.55,2014,Mesquite
Div. Manager,66583.16,0,16923.52,29725.58,83506.68,113232.26,2014,Mesquite
Police Officer,52140.01,11170.58,13444.29,34528.64,76754.88,111283.52,2014,Mesquite
Firefighter/Paramed,55478.29,15218.3,4520.24,35561.93,75216.83,110778.76,2014,Mesquite
Corrections Officer,56642.4,2985.71,14001.97,36776.49,73630.08,110406.57,2014,Mesquite
Police Officer,52821.1,7548.78,15408.11,34247.47,75777.99,110025.46,2014,Mesquite
Detective,50200,12916.76,13657.48,32645.04,76774.24,109419.28,2014,Mesquite
Police Officer,57393.89,0,14077.63,36209.64,71471.52,107681.16,2014,Mesquite
Athl & Leis Asso Dir,62988.49,0,15165.82,28460.93,78154.31,106615.24,2014,Mesquite
K-9 Officer,49477.1,11632.14,13375.99,31894.86,74485.23,106380.09,2014,Mesquite
WWTP Supervisor,66230.66,0,9882.85,29847.69,76113.51,105961.2,2014,Mesquite
City Liaison Officer,68645.28,0,7023.75,29891.96,75669.03,105560.99,2014,Mesquite
Firefighter/Paramed,51316.72,15040.32,3684.75,34025.95,70041.79,104067.74,2014,Mesquite
Police Officer,47816.8,9471.78,13814.91,32850.84,71103.49,103954.33,2014,Mesquite
Firefighter/Paramed,51316.72,12373.02,6291.55,33059.25,69981.29,103040.54,2014,Mesquite
Police Officer,47816.8,13419.12,10195.46,31422.38,71431.38,102853.76,2014,Mesquite
Animal Control Mgr,60045.6,0,15001.43,27800.13,75047.03,102847.16,2014,Mesquite
Police Officer/OIC,51032.8,5132.55,12605.31,34008.51,68770.66,102779.17,2014,Mesquite
Firefighter/Paramed,50264.14,15006.83,3803.93,33504.76,69074.9,102579.66,2014,Mesquite
City Clerk,65695.36,0,7071.72,28890.39,72767.08,101657.47,2014,Mesquite
Firefighter/Paramed,54513.68,6735.1,5658.25,34609.29,66907.03,101516.32,2014,Mesquite
Police Officer,53571.2,4002.27,8734.04,33767.46,66307.51,100074.97,2014,Mesquite
Firefighter/Paramed,54045.16,5978.61,5936.22,34082.14,65959.99,100042.13,2014,Mesquite
Police Officer,47816.8,6366.36,13173.74,32603.73,67356.9,99960.63,2014,Mesquite
Dispatch,47798.4,11151.05,15472.04,24683.49,74421.49,99104.98,2014,Mesquite
Police Officer,47700,3706.56,14265.44,32602.05,65672,98274.05,2014,Mesquite
Firefighter/Paramed,51502.92,7876.26,5319.05,32980.98,64698.23,97679.21,2014,Mesquite
Firefighter/Paramed,51316.72,9300.7,3169.1,33612.91,63786.52,97399.43,2014,Mesquite
Deputy City Attorney,65534.82,0,3055.97,28627.12,68590.79,97217.91,2014,Mesquite
Firefighter/Paramed,51436.5,8595.47,4182.67,32994.58,64214.64,97209.22,2014,Mesquite
Captain,41620.95,0,33167.99,22295.66,74788.94,97084.6,2014,Mesquite
Dispatch,52166.4,9019.41,10017.12,25811.14,71202.93,97014.07,2014,Mesquite
Parks Superintendent,54312.16,0,16036.08,26390.88,70348.24,96739.12,2014,Mesquite
Firefighter/Paramed.,51316.72,8784,3729.44,32776.46,63830.16,96606.62,2014,Mesquite
Firefighter/Paramed,51316.72,6388.03,5031.53,33065.02,62736.28,95801.3,2014,Mesquite
Police Officer,49800,3017.93,10924.34,31956.26,63742.27,95698.53,2014,Mesquite
Police Officer,47700,4392.96,10334.3,32228.81,62427.26,94656.07,2014,Mesquite
Court Clerk,51527.5,0,16328.6,26572.44,67856.1,94428.54,2014,Mesquite
HR Manager,57397.78,0,10210.08,26777.99,67607.86,94385.85,2014,Mesquite
Corrections Officer,47900.8,157.48,12960.6,32727.66,61018.88,93746.54,2014,Mesquite
Accountant,57896.89,0,8706.85,26847.26,66603.74,93451,2014,Mesquite
ProgrammerAnalyst II,59990.91,0,5415.26,27791.82,65406.17,93197.99,2014,Mesquite
Firefighter/Paramed.,52059.78,3862.47,3859.35,33385.01,59781.6,93166.61,2014,Mesquite
Corrections Officer,46216.02,2606.16,12442.7,31685.02,61264.88,92949.9,2014,Mesquite
Municipal Court Judge,55350.95,0,10527.92,26152.38,65878.87,92031.25,2014,Mesquite
Firefighter/Paramed,49343,8406.93,2553.72,31403.14,60303.65,91706.79,2014,Mesquite
Bldg Inspector,54394.49,768.12,9109.12,26728.42,64271.73,91000.15,2014,Mesquite
System Administrator,56217.12,0,7163.9,26405.96,63381.02,89786.98,2014,Mesquite
Executive Assistant,52357.8,0,10736.31,25967.79,63094.11,89061.9,2014,Mesquite
Firefighter/Paramed,41448.13,6668.29,13188.99,26621.71,61305.41,87927.12,2014,Mesquite
Corrections Officer,43600.8,1062.84,12106.12,30483.61,56769.76,87253.37,2014,Mesquite
Corrections Officer,43241.92,0,12466.01,30171.31,55707.93,85879.24,2014,Mesquite
WWTP Operator II,50764.32,1632.96,7367.43,25861.79,59764.71,85626.5,2014,Mesquite
Corrections Officer,42152,2551.6,10781.03,29535.35,55484.63,85019.98,2014,Mesquite
Crew Leader,43915.04,519.87,15478.07,24844.68,59912.98,84757.66,2014,Mesquite
TAC/FTO Dispatcher,43056,11255.65,6521.16,22914.79,60832.81,83747.6,2014,Mesquite
Fire Chief,52423.02,0,1892.86,28762.95,54315.88,83078.83,2014,Mesquite
Associate Planner,51348.34,0,5523.73,25530.94,56872.07,82403.01,2014,Mesquite
Firefighter/EMT,42194.36,7463.64,3214.73,28905.04,52872.73,81777.77,2014,Mesquite
Executive Assistant,46861.26,1536.34,9011.39,24198.53,57408.99,81607.52,2014,Mesquite
Coll SysOperator III,46346.22,17.73,10211.06,24437.95,56575.01,81012.96,2014,Mesquite
Senior Planner,47990.01,0,10339.14,21751.52,58329.15,80080.67,2014,Mesquite
Engineer,54033.66,0,2164.44,23762.84,56198.1,79960.94,2014,Mesquite
Firefighter/EMT,42194.36,4868.59,3482.17,29025.76,50545.12,79570.88,2014,Mesquite
Admin.Assistant,46530.44,160.26,7344.81,24332.06,54035.51,78367.57,2014,Mesquite
Firefighter/EMT,42194.36,4105,2335.47,28504.52,48634.83,77139.35,2014,Mesquite
St/Drain Supervisor,47871.04,0,4831.07,24321.71,52702.11,77023.82,2014,Mesquite
Records/EvidenceClerl,46686.48,245.6,5765.83,24210.41,52697.91,76908.32,2014,Mesquite
Lead Dispatch,41146.82,6956.18,5955.67,22070.04,54058.67,76128.71,2014,Mesquite
Admin.Assistant,45504.54,0,5440.96,23963.7,50945.5,74909.2,2014,Mesquite
Maint. Worker III,40274.04,0,11457.46,22574.26,51731.5,74305.76,2014,Mesquite
Grants Specialist,45585.09,0,4701.33,23763.86,50286.42,74050.28,2014,Mesquite
Wellness/Fit. Cordin,40545.19,0,10878.46,22620.72,51423.65,74044.37,2014,Mesquite
Dispatch,35772.4,11641.93,5290.86,20817.46,52705.19,73522.65,2014,Mesquite
Admin.Assistant,42109.16,0,7663.07,23193.24,49772.23,72965.47,2014,Mesquite
Fac Maint Crew Leader,43205.94,0,6177.25,23445.9,49383.19,72829.09,2014,Mesquite
Firefighter/Paramed,39474.4,5139.12,2050.05,25179.35,46663.57,71842.92,2014,Mesquite
Dispatch,35803.2,9666.07,5434.28,20794.7,50903.55,71698.25,2014,Mesquite
Senior Services Sup,43491.35,0,4660.97,23101.27,48152.32,71253.59,2014,Mesquite
Maint. Worker III,40085.24,306.15,8067.74,22590,48459.13,71049.13,2014,Mesquite
Receptionist,39162.72,0,9175.46,22128.89,48338.18,70467.07,2014,Mesquite
Firefighter/EMT,34080.06,5534.58,7245.95,23484.78,46860.59,70345.37,2014,Mesquite
WWTP Operator I,39710.88,1912.68,5038.37,22227.73,46661.93,68889.66,2014,Mesquite
Admin. Assistant,40784.5,0,4905.51,22582.13,45690.01,68272.14,2014,Mesquite
Maint. Worker III,38748.36,861.74,6361.79,22140.55,45971.89,68112.44,2014,Mesquite
Admin.Assistant,39979.06,455.4,5327.73,22186.56,45762.19,67948.75,2014,Mesquite
Animal Control  OffiPolice,37231.46,1722.01,6681.26,22017.77,45634.73,67652.5,2014,Mesquite
Dispatch,35682.15,5866.1,5242.76,20693.34,46791.01,67484.35,2014,Mesquite
Maint. Worker III,37375.12,72.06,6756.85,22132.54,44204.03,66336.57,2014,Mesquite
IT Specialist I,40200.78,0,3628.59,22103.32,43829.37,65932.69,2014,Mesquite
Permit Technician,38117.51,0,5291.44,21921.74,43408.95,65330.69,2014,Mesquite
Maint. Worker III,37566.6,1043,4964.94,21591.08,43574.54,65165.62,2014,Mesquite
Recreation Coordinto,38024.57,317.96,4839.39,21611.6,43181.92,64793.52,2014,Mesquite
Paralegal,36901.72,566.7,4639.27,21449.65,42107.69,63557.34,2014,Mesquite
EvidenceCustodian,25656.84,2501.73,21465.97,12707.9,49624.54,62332.44,2014,Mesquite
Maint. Worker III,35882.28,82.22,4906.96,21126.8,40871.46,61998.26,2014,Mesquite
